"","FIPS","County","Pop_Total","Pop_Urban","Pop_Rural","Pop_Rural_Farm","Pop_Rural_Nonfarm","Type","Pop_Male","Male_00_09","Male_10_19","Male_20_29","Male_30_39","Male_40_49","Male_50_59","Male_60_69","Male_70_79","Male_80_up","Pop_Female","Female_00_09","Female_10_19","Female_20_29","Female_30_39","Female_40_49","Female_50_59","Female_60_69","Female_70_79","Female_80_up","Male_Degree","Female_Degree","Pop_degree","Median_household_income","Total_median_earnings","Male_median_earnings","Female_median_earnings","Total_aggregate_earnings","Male_aggregate_earnings","Female_aggregate_earnings"
"852",230239801003,"Sagadahoc",775,NA,775,22,753,"Rural",384,33,50,41,53,72,68,67,0,0,391,81,16,41,76,35,88,17,19,18,0.2,0.161403509,0.180530973,36202,22287,26938,14063,11238600,7149400,4089200
"853",230239802001,"Sagadahoc",1252,NA,1252,59,1193,"Rural",616,43,137,28,104,130,99,47,24,4,636,83,111,25,93,138,101,25,31,29,0.331775701,0.287671233,0.309468822,41827,21971,29464,18343,21546700,13510700,8036000
"854",230239802002,"Sagadahoc",1375,NA,1375,8,1367,"Rural",701,65,127,74,118,142,108,40,23,4,674,77,110,83,130,124,78,30,30,12,0.227659574,0.302895323,0.264417845,45819,25078,30335,18942,24595100,14622500,9972500
"855",230239802003,"Sagadahoc",936,NA,936,NA,936,"Rural",450,70,73,40,69,70,78,40,10,0,486,61,62,43,81,86,84,19,34,16,0.108474576,0.069970845,0.087774295,41679,20034,29063,15500,14053700,8437200,5616500
"856",230239802004,"Sagadahoc",1776,NA,1776,55,1721,"Rural",897,157,134,83,161,167,77,83,31,4,879,101,157,98,168,157,116,36,36,10,0.121693122,0.162068966,0.142109852,43633,22868,31019,15135,24488400,15630700,8857700
"857",230239803011,"Sagadahoc",2123,744,1379,NA,1379,"Rural",1008,117,143,80,154,211,131,102,60,10,1115,184,140,106,197,233,99,94,55,7,0.209335219,0.206989247,0.208132323,50526,24139,29896,20290,45794800,32304800,13490100
"858",230239803012,"Sagadahoc",2532,879,1653,18,1635,"Rural",1203,300,172,146,294,72,96,50,24,49,1329,227,149,209,200,133,120,53,75,163,0.272727273,0.314685315,0.296103896,37371,20243,27609,10968,29295800,19214500,10081300
"859",230239803021,"Sagadahoc",746,746,NA,NA,NA,"Urban",408,22,85,48,85,27,72,58,0,11,338,13,58,30,46,74,25,43,23,26,0.232472325,0.265917603,0.249070632,50167,22279,30238,17100,12072500,7404200,4668200
"860",230239803022,"Sagadahoc",1605,1605,NA,NA,NA,"Urban",783,151,133,106,184,68,47,52,21,21,822,98,89,115,113,148,111,107,26,15,0.21802935,0.250414594,0.236111111,38958,21806,26544,17083,26419600,14156600,12263000
"861",230239803023,"Sagadahoc",2094,1153,941,NA,941,"Urban",988,148,156,46,177,210,111,97,21,22,1106,179,192,38,191,203,112,63,53,75,0.469512195,0.428571429,0.447879224,61164,35828,43400,23313,41391100,26016000,15375100
"862",230239804001,"Sagadahoc",1502,48,1454,7,1447,"Rural",755,89,129,55,118,138,129,57,37,3,747,102,131,56,99,153,113,54,28,11,0.280561122,0.264033264,0.27244898,41667,21146,29152,16094,26147900,18156700,7991200
"863",230239804002,"Sagadahoc",1308,145,1163,29,1134,"Rural",674,93,55,49,126,120,103,63,44,21,634,56,78,43,109,116,79,61,59,33,0.185770751,0.269547325,0.226814516,41810,23720,30559,18558,19336000,12683300,6652700
"864",230239804003,"Sagadahoc",1497,24,1473,8,1465,"Rural",729,65,112,61,92,141,119,77,45,17,768,82,106,53,101,149,110,93,46,28,0.356603774,0.405454545,0.381481481,50147,25313,32028,18125,28616700,19164300,9452400
"865",230239805001,"Sagadahoc",683,683,NA,NA,NA,"Urban",329,55,60,52,36,59,12,23,13,19,354,51,52,53,76,22,38,34,12,16,0.385786802,0.353448276,0.368298368,33125,17917,26875,15200,9789000,6175700,3613300
"866",230239805002,"Sagadahoc",1070,1070,NA,NA,NA,"Urban",495,41,60,53,76,85,65,64,30,21,575,38,53,58,22,141,66,48,99,50,0.31496063,0.159235669,0.228873239,38952,23914,27200,19514,16256700,9950900,6305800
"867",230239805003,"Sagadahoc",2073,1544,529,23,506,"Urban",934,166,141,106,123,160,114,46,62,16,1139,131,132,207,173,180,111,83,46,76,0.140893471,0.087291399,0.110213079,25737,17863,20219,16299,24406400,12796300,11610100
"868",230239805004,"Sagadahoc",960,960,NA,NA,NA,"Urban",422,72,53,50,55,73,31,66,22,0,538,60,99,23,82,111,69,71,17,6,0.366412214,0.289325843,0.322006472,49950,22148,27656,20030,16556700,9108700,7448000
"869",230239805005,"Sagadahoc",975,975,NA,NA,NA,"Urban",493,61,95,60,61,91,33,56,6,30,482,70,61,40,54,51,68,46,74,18,0.293577982,0.257668712,0.275650842,43276,19688,26528,12468,12999800,8426200,4573600
"870",230239806001,"Sagadahoc",1599,1599,NA,NA,NA,"Urban",784,148,154,98,127,122,70,25,34,6,815,148,135,112,104,155,44,41,49,27,0.129330254,0.213692946,0.173770492,31667,21685,28750,16065,20499800,13127600,7372200
"871",230239806003,"Sagadahoc",711,711,NA,NA,NA,"Urban",348,26,49,52,67,94,35,6,6,13,363,52,58,53,37,36,65,20,15,27,0.206349206,0.252173913,0.228215768,37604,23250,27386,18333,12096500,7532700,4563800
"872",230239806004,"Sagadahoc",1195,1195,NA,NA,NA,"Urban",568,64,65,56,69,109,100,56,36,13,627,58,38,77,98,100,115,64,65,12,0.342789598,0.201207243,0.266304348,43636,21750,35000,16528,21030600,14588400,6442200
"873",230239807001,"Sagadahoc",1132,300,832,6,826,"Rural",562,78,48,61,82,109,89,48,42,5,570,76,92,31,92,109,73,54,32,11,0.28358209,0.189119171,0.237309645,44125,24853,30975,15625,20273000,13546200,6726800
"874",230239807002,"Sagadahoc",662,10,652,11,641,"Rural",319,40,36,12,35,60,64,49,22,1,343,30,36,20,35,75,60,44,33,10,0.379310345,0.263157895,0.317269076,48214,25766,31850,17969,11469200,7915700,3553600
"875",230239807003,"Sagadahoc",1033,31,1002,NA,1002,"Rural",528,85,74,33,90,94,75,42,25,10,505,71,68,49,86,85,77,29,25,15,0.13091922,0.171919771,0.151129944,42262,21771,27448,16719,15616800,10224100,5392700
"876",230239807004,"Sagadahoc",1077,NA,1077,10,1067,"Rural",555,50,68,62,55,98,89,74,49,10,522,45,53,40,40,117,101,59,47,20,0.329297821,0.298765432,0.314180929,49375,22548,29911,16591,19466400,13269300,6197100
"877",230259853001,"Somerset",699,NA,699,NA,699,"Rural",374,38,51,29,39,72,69,41,29,6,325,22,41,20,48,61,50,43,32,8,0.147058824,0.106299213,0.127376426,27604,16652,22500,11985,8601500,5972300,2629200
"878",230259853002,"Somerset",1044,NA,1044,NA,1044,"Rural",536,52,98,48,67,95,91,43,30,12,508,63,68,48,59,101,61,34,43,31,0.149584488,0.161473088,0.155462185,30897,21229,26220,12692,13150100,8907500,4242600
"879",230259853003,"Somerset",571,NA,571,NA,571,"Rural",296,44,39,36,53,46,34,22,16,6,275,38,45,29,55,39,33,17,11,8,0.020618557,0.04494382,0.032258065,26467,17679,26346,10192,6488900,4907500,1581400
"880",230259856001,"Somerset",933,NA,933,24,909,"Rural",461,64,69,47,78,82,48,42,25,6,472,57,67,46,73,80,49,52,34,14,0.075409836,0.098214286,0.087363495,25625,17091,21477,15000,9222700,5581500,3641100
"881",230259856002,"Somerset",954,NA,954,35,919,"Rural",462,43,53,44,49,88,76,59,40,10,492,43,68,45,79,78,62,52,54,11,0.045454545,0.048295455,0.046875,23843,15592,20625,12813,8584100,5347000,3237100
"882",230259857001,"Somerset",944,NA,944,26,918,"Rural",468,39,86,38,60,88,62,54,35,6,476,61,54,51,61,80,80,47,37,5,0.094224924,0.077809798,0.085798817,30476,20417,24643,15656,10790600,7052400,3738200
"883",230259857002,"Somerset",820,NA,820,35,785,"Rural",408,47,47,42,58,80,59,48,20,7,412,60,38,45,54,82,63,37,23,10,0.114478114,0.151724138,0.132879046,28750,16755,19722,15474,8972800,5741900,3230900
"884",230259857003,"Somerset",1016,NA,1016,37,979,"Rural",525,75,86,61,77,96,54,35,32,9,491,58,77,59,95,69,58,40,22,13,0.055882353,0.088957055,0.072072072,27574,16950,21959,12000,10183300,6595500,3587800
"885",230259858001,"Somerset",1979,NA,1979,40,1939,"Rural",974,144,138,82,134,167,144,96,57,12,1005,139,120,99,158,137,134,91,95,32,0.103658537,0.112230216,0.108068098,31287,18484,24770,15154,21625000,13748500,7876500
"886",230259858002,"Somerset",790,NA,790,34,756,"Rural",398,54,46,46,65,50,79,34,17,7,392,68,43,55,58,57,52,29,22,8,0.092250923,0.065637066,0.079245283,29938,17847,22163,13125,9073300,6069300,3004100
"887",230259859001,"Somerset",1816,NA,1816,10,1806,"Rural",879,108,131,96,129,147,114,88,49,17,937,105,149,86,133,130,115,90,84,45,0.078726968,0.059936909,0.069049553,29573,19453,23177,14375,18856700,12112100,6744700
"888",230259860001,"Somerset",1276,1062,214,7,207,"Urban",609,58,147,79,44,112,53,51,51,14,667,95,91,59,91,95,51,77,47,61,0.157608696,0.118942731,0.136253041,30990,19889,25243,14609,15882000,9621000,6261000
"889",230259860002,"Somerset",738,292,446,36,410,"Rural",354,57,32,23,81,41,46,47,20,7,384,80,58,42,69,35,47,30,16,7,0.239382239,0.296747967,0.267326733,42361,23300,40344,14750,10607300,7689100,2918200
"890",230259860003,"Somerset",1251,826,425,12,413,"Urban",589,66,154,44,86,103,69,31,23,13,662,58,128,47,108,93,97,37,65,29,0.176470588,0.155405405,0.164540816,29592,21276,26667,18100,15101000,9677700,5423200
"891",230259860004,"Somerset",949,459,490,38,452,"Rural",473,100,56,69,72,78,53,16,16,13,476,67,47,74,77,88,42,33,21,27,0.155234657,0.132911392,0.143338954,38516,21593,28594,15625,13766700,8545800,5220900
"892",230259861001,"Somerset",1208,NA,1208,76,1132,"Rural",592,53,115,51,87,105,91,50,26,14,616,82,84,54,88,117,95,35,34,27,0.158163265,0.112412178,0.134310134,38015,20852,27212,12419,16030200,11077400,4952800
"893",230259861002,"Somerset",2017,NA,2017,53,1964,"Rural",992,134,164,109,153,176,139,59,46,12,1025,119,179,109,190,170,124,74,42,18,0.149460709,0.114537445,0.131578947,29397,17635,22768,13102,23027700,15177600,7850100
"894",230259862001,"Somerset",989,NA,989,7,982,"Rural",474,65,56,51,57,69,71,44,36,25,515,53,74,44,77,69,59,55,40,44,0.129129129,0.134048257,0.131728045,28200,17250,23889,11771,9671200,6679500,2991700
"895",230259862002,"Somerset",940,NA,940,20,920,"Rural",490,53,80,43,65,76,84,44,31,14,450,47,57,55,54,102,46,36,40,13,0.10755814,0.183800623,0.144360902,27266,15938,20550,12198,9714000,6136100,3578000
"896",230259863001,"Somerset",781,NA,781,17,764,"Rural",365,49,39,30,44,81,54,28,24,16,416,49,52,37,62,79,52,28,46,11,0.128787879,0.162162162,0.146428571,30521,17165,21912,14635,8694300,5358400,3336000
"897",230259863002,"Somerset",1221,NA,1221,21,1200,"Rural",636,68,75,58,81,106,119,65,40,24,585,58,76,53,69,103,90,73,50,13,0.074561404,0.107226107,0.09039548,29342,18108,22717,13148,12427600,8764200,3663400
"898",230259864001,"Somerset",1609,337,1272,NA,1272,"Rural",780,88,111,81,155,118,108,73,28,18,829,126,115,90,122,104,100,85,45,42,0.066914498,0.09009009,0.078682525,26133,17321,21979,12596,16113600,10726400,5387200
"899",230259864002,"Somerset",974,246,728,17,711,"Rural",520,39,147,53,58,75,61,40,31,16,454,31,57,48,91,67,67,43,33,17,0.054140127,0.060422961,0.057364341,26023,17257,22375,13125,9837600,6380700,3456900
"900",230259865001,"Somerset",1735,NA,1735,33,1702,"Rural",902,105,128,70,143,157,118,88,65,28,833,62,102,94,140,125,116,81,84,29,0.115919629,0.151219512,0.133122029,34519,18571,26729,14215,22625600,15785700,6839900
"901",230259865002,"Somerset",1111,729,382,NA,382,"Urban",492,69,64,70,70,89,55,47,17,11,619,99,84,87,83,95,46,62,40,23,0.121118012,0.044334975,0.078296703,31902,17209,25000,9833,14437000,10791100,3645900
"902",230259865003,"Somerset",1677,1215,462,46,416,"Urban",741,54,103,63,88,114,136,59,61,63,936,44,144,64,101,119,118,133,128,85,0.068661972,0.072625698,0.070872274,26750,19250,23227,14659,17947400,11276400,6671000
"903",230259866001,"Somerset",1036,1036,NA,NA,NA,"Urban",460,81,54,27,83,68,55,37,21,34,576,60,76,64,91,88,38,35,54,70,0.12012987,0.137931034,0.130252101,25531,17545,22727,12917,9773400,5423600,4349800
"904",230259866002,"Somerset",742,742,NA,NA,NA,"Urban",388,43,42,34,76,40,42,65,28,18,354,34,31,47,37,37,46,59,52,11,0.085501859,0.101167315,0.093155894,28510,17599,17284,17917,7457100,3900100,3557100
"905",230259866003,"Somerset",1290,945,345,NA,345,"Urban",599,51,65,124,50,103,70,63,42,31,691,63,36,83,87,118,84,107,59,54,0.222972973,0.165441176,0.191295547,24779,21882,24435,20737,15542200,9563800,5978300
"906",230259866004,"Somerset",1425,163,1262,62,1200,"Rural",673,79,147,77,86,143,45,53,25,18,752,76,138,97,77,131,60,84,61,28,0.171990172,0.129896907,0.149103139,32981,17309,21250,14531,16449300,10846500,5602800
"907",230259867001,"Somerset",1748,732,1016,NA,1016,"Rural",851,105,202,77,113,109,124,49,53,19,897,86,94,73,135,190,98,60,91,70,0.132411067,0.139053254,0.136209814,29185,20727,26875,19160,21720500,13798700,7921800
"908",230259867002,"Somerset",719,719,NA,NA,NA,"Urban",357,32,42,68,72,14,32,63,17,17,362,42,46,36,66,50,36,38,26,22,0.044176707,0.072289157,0.058232932,18029,15031,15250,14861,6587000,3442700,3144400
"909",230259867003,"Somerset",1864,506,1358,NA,1358,"Rural",908,141,93,121,134,206,111,57,30,15,956,145,134,146,94,142,139,60,64,32,0.118729097,0.05221519,0.084552846,37222,20901,25970,15613,24469800,16847400,7622400
"910",230259868001,"Somerset",1005,1005,NA,NA,NA,"Urban",492,90,35,57,41,88,97,43,13,28,513,20,86,52,80,53,117,48,41,16,0.164516129,0.070652174,0.113569322,35865,22041,25688,19286,13115200,7010100,6105100
"911",230259868002,"Somerset",824,824,NA,NA,NA,"Urban",394,49,75,27,61,66,38,49,20,9,430,67,80,14,91,65,30,35,24,24,0.225680934,0.22614841,0.225925926,30857,19194,30110,13750,9276700,5933800,3342900
"912",230259868003,"Somerset",721,721,NA,NA,NA,"Urban",291,70,33,23,42,68,31,15,9,0,430,56,73,30,62,50,64,21,32,42,0.10106383,0.110344828,0.106694561,27381,22857,25962,18750,7144500,3761200,3383300
"913",230259868004,"Somerset",850,426,424,NA,424,"Urban",408,48,74,42,77,54,26,16,55,16,442,39,64,102,30,83,32,20,41,31,0.164122137,0.042071197,0.098073555,35250,15184,16250,14565,9815600,6568200,3247400
"914",230259868005,"Somerset",3173,NA,3173,131,3042,"Rural",1619,220,319,131,259,297,225,116,45,7,1554,174,259,177,239,350,149,117,73,16,0.104347826,0.141335915,0.122823985,41774,22517,30693,16089,48155000,32217100,15938000
"915",230259869001,"Somerset",1561,NA,1561,64,1497,"Rural",768,85,98,74,122,110,160,61,43,15,793,95,98,87,93,145,149,38,54,34,0.111926606,0.156690141,0.134770889,40086,21281,27212,16935,22282000,14181700,8100300
"916",230259869002,"Somerset",1733,NA,1733,52,1681,"Rural",841,143,122,103,136,141,96,33,53,14,892,154,114,100,178,120,62,68,72,24,0.096654275,0.128070175,0.112815884,34063,19005,27019,15056,24990100,17905300,7084900
"917",230259870001,"Somerset",1225,NA,1225,65,1160,"Rural",609,69,83,59,84,117,103,52,30,12,616,93,98,53,82,100,86,58,34,12,0.124705882,0.158163265,0.140758874,33385,19028,22250,15272,16045600,10626300,5419300
"918",230259870002,"Somerset",930,NA,930,16,914,"Rural",465,44,76,36,65,81,67,61,23,12,465,66,53,31,69,91,62,51,24,18,0.136904762,0.204819277,0.170658683,37045,21981,27250,19038,14999100,9827200,5171900
"919",230270410001,"Waldo",1557,NA,1557,59,1498,"Rural",791,154,121,65,113,170,111,26,18,13,766,91,124,85,146,183,85,24,18,10,0.227083333,0.24609375,0.236895161,46250,22786,28594,19232,24903000,14310400,10592700
"920",230270410002,"Waldo",1512,NA,1512,20,1492,"Rural",711,76,119,93,61,158,85,79,33,7,801,107,78,106,105,140,121,77,58,9,0.357142857,0.299820467,0.326234269,39111,21250,25063,19457,23907700,13172600,10735100
"921",230270410003,"Waldo",533,NA,533,NA,533,"Rural",269,32,46,19,76,11,25,44,12,4,264,36,25,18,78,24,16,34,24,9,0.220994475,0.251231527,0.236979167,33542,28359,30625,26518,7813800,4969100,2844700
"922",230270420001,"Waldo",1041,NA,1041,16,1025,"Rural",503,76,63,64,88,82,73,40,14,3,538,53,98,80,84,80,73,32,30,8,0.12797619,0.168571429,0.148688047,33333,17587,21389,15507,12759600,8292700,4466900
"923",230270420002,"Waldo",637,NA,637,16,621,"Rural",347,65,41,24,69,52,55,33,8,0,290,35,29,31,56,55,42,24,9,9,0.110132159,0.187793427,0.147727273,36607,21818,25500,20000,11361800,7933200,3428500
"924",230270420003,"Waldo",611,NA,611,29,582,"Rural",295,37,39,40,46,50,32,27,18,6,316,40,51,29,60,52,22,29,23,10,0.161616162,0.20754717,0.185365854,39375,20521,26071,15625,7870200,5113700,2756500
"925",230270420004,"Waldo",875,NA,875,2,873,"Rural",437,53,64,35,49,84,61,61,30,0,438,48,48,28,56,86,72,55,39,6,0.233009709,0.265861027,0.25,36397,22112,27875,16389,12184000,8011400,4172600
"926",230270420005,"Waldo",923,NA,923,5,918,"Rural",454,62,77,46,65,117,27,33,27,0,469,36,94,54,62,109,38,34,42,0,0.149825784,0.128526646,0.138613861,34091,22150,24706,15694,13104700,8959600,4145000
"927",230270420006,"Waldo",1718,NA,1718,NA,1718,"Rural",818,115,109,79,99,98,106,117,75,20,900,90,90,98,114,128,149,95,75,61,0.255434783,0.170914543,0.209187859,29574,17403,22667,15323,24670100,16717800,7952300
"928",230270430001,"Waldo",1413,453,960,34,926,"Rural",697,60,100,47,90,91,85,107,80,37,716,39,89,64,91,57,146,80,77,73,0.176245211,0.226315789,0.202380952,32083,20313,23575,16612,18550500,11822500,6728100
"929",230270430002,"Waldo",808,808,NA,NA,NA,"Urban",330,36,46,22,47,68,61,14,22,14,478,37,51,82,62,75,57,59,41,14,0.424778761,0.404833837,0.412926391,30822,21667,21830,21339,12571000,6540000,6031000
"930",230270430003,"Waldo",545,545,NA,NA,NA,"Urban",241,0,12,79,8,65,30,37,10,0,304,12,56,37,35,55,18,50,33,8,0.488372093,0.302752294,0.384615385,35972,22778,22778,23750,9629200,5963700,3665500
"931",230270430004,"Waldo",1398,1398,NA,NA,NA,"Urban",560,99,58,14,85,66,62,84,29,63,838,80,82,46,118,96,125,72,105,114,0.447300771,0.410658307,0.424537488,37679,23516,35625,17179,16941900,9023200,7918700
"932",230270430005,"Waldo",1007,NA,1007,NA,1007,"Rural",520,92,67,118,50,73,60,39,7,14,487,94,59,75,79,77,59,14,25,5,0.239130435,0.199367089,0.219435737,33462,20448,21717,12500,13429400,8640200,4789200
"933",230270430006,"Waldo",1210,19,1191,NA,1191,"Rural",611,44,144,55,52,100,73,76,54,13,599,36,73,78,55,127,86,58,60,26,0.123115578,0.2172949,0.173144876,28500,18625,17460,20302,16554600,9705900,6848700
"934",230270440001,"Waldo",610,NA,610,NA,610,"Rural",280,28,35,16,41,53,40,43,18,6,330,35,44,22,27,50,63,46,27,16,0.358490566,0.333333333,0.344978166,39643,19632,30938,11818,10735300,8087800,2647500
"935",230270440002,"Waldo",841,NA,841,4,837,"Rural",429,71,62,36,55,70,45,41,46,3,412,48,53,37,59,74,42,52,33,14,0.222222222,0.310810811,0.267826087,37670,20391,24583,16563,10726300,6198000,4528300
"936",230270440003,"Waldo",483,NA,483,NA,483,"Rural",243,16,14,20,25,34,76,24,20,14,240,24,8,28,27,54,40,20,27,12,0.368932039,0.308457711,0.339066339,42411,25000,28250,20625,9648400,6103400,3545000
"937",230270440004,"Waldo",1150,NA,1150,16,1134,"Rural",583,57,80,42,89,93,105,68,35,14,567,66,64,38,95,98,100,51,31,24,0.315068493,0.319148936,0.317073171,46806,23600,28611,20313,19581100,12439200,7141900
"938",230270440005,"Waldo",892,NA,892,3,889,"Rural",453,68,51,49,62,77,78,27,30,11,439,46,66,38,74,74,60,32,30,19,0.304075235,0.293159609,0.298722045,37969,22550,27059,18068,14815200,9968600,4846700
"939",230270450001,"Waldo",751,NA,751,59,692,"Rural",382,49,74,39,47,57,59,21,27,9,369,45,72,38,56,51,45,24,22,16,0.114754098,0.170833333,0.142561983,33333,19444,24063,13500,8165900,5156900,3009000
"940",230270450002,"Waldo",768,NA,768,22,746,"Rural",358,60,52,22,69,53,52,23,15,12,410,67,55,43,74,65,51,21,23,11,0.162393162,0.210909091,0.188605108,34583,21016,25625,17054,9837000,5773900,4063100
"941",230270450003,"Waldo",823,NA,823,NA,823,"Rural",407,50,43,56,57,67,57,36,39,2,416,37,44,64,45,69,56,47,44,10,0.135416667,0.110738255,0.122866894,29013,19958,22019,16150,9375500,5297800,4077700
"942",230270450004,"Waldo",1174,NA,1174,30,1144,"Rural",598,68,95,72,98,104,84,37,29,11,576,86,64,76,70,102,84,41,32,21,0.176904177,0.229426434,0.202970297,36708,20847,24250,16620,17310200,10667100,6643200
"943",230270450005,"Waldo",927,NA,927,NA,927,"Rural",442,79,45,50,55,75,58,29,37,14,485,75,74,53,62,82,56,39,29,15,0.180602007,0.2,0.190397351,34583,18667,23250,15650,11283400,6251200,5032300
"944",230270450006,"Waldo",1002,NA,1002,49,953,"Rural",506,84,60,50,76,82,92,36,20,6,496,59,83,48,83,75,83,20,33,12,0.197058824,0.262839879,0.229508197,32434,19476,21518,16719,11502600,6870100,4632500
"945",230270460001,"Waldo",963,NA,963,15,948,"Rural",490,89,67,29,76,82,78,40,25,4,473,64,62,54,70,85,69,40,25,4,0.079113924,0.200589971,0.141984733,30052,16829,20469,14605,11019200,6795400,4223800
"946",230270460002,"Waldo",718,NA,718,70,648,"Rural",366,49,62,50,44,64,38,36,17,6,352,25,66,45,62,52,48,22,20,12,0.199152542,0.169421488,0.184100418,26786,20000,20885,18229,7892400,4648800,3243500
"947",230270460003,"Waldo",1130,NA,1130,24,1106,"Rural",563,73,88,61,90,98,70,47,24,12,567,86,82,69,93,88,75,38,27,9,0.095890411,0.107438017,0.101648352,31071,17367,20888,15000,11979300,7431500,4547800
"948",230270460004,"Waldo",726,NA,726,10,716,"Rural",340,44,51,69,32,41,49,24,26,4,386,45,40,45,53,46,53,30,42,32,0.2,0.183453237,0.19047619,21111,16019,19375,15060,7297200,4211900,3085300
"949",230270460005,"Waldo",1169,NA,1169,5,1164,"Rural",587,48,123,132,55,71,77,58,15,8,582,64,117,99,69,78,60,48,28,19,0.223728814,0.206153846,0.214516129,34205,9135,12545,6917,12417300,8148400,4268900
"950",230270460006,"Waldo",650,NA,650,46,604,"Rural",345,38,54,19,61,68,60,26,17,2,305,32,44,32,44,61,35,28,19,10,0.201646091,0.257142857,0.227373068,33125,20341,28333,12813,8226900,5378800,2848100
"951",230270460007,"Waldo",1215,NA,1215,65,1150,"Rural",612,84,81,52,87,87,100,69,44,8,603,73,83,55,97,92,97,56,30,20,0.187935035,0.155452436,0.171693735,34375,17500,20977,15052,16644500,11226900,5417600
"952",230270470001,"Waldo",1388,NA,1388,52,1336,"Rural",693,99,98,60,111,133,96,68,21,7,695,88,105,72,110,126,82,59,37,16,0.21656051,0.213836478,0.215189873,30078,18289,21588,15048,17177200,10603600,6573600
"953",230270470002,"Waldo",1022,NA,1022,39,983,"Rural",496,78,73,67,62,78,53,45,26,14,526,75,66,57,64,93,69,45,30,27,0.182692308,0.156593407,0.168639053,30104,16538,21121,13750,12068100,7335100,4733000
"954",230270470003,"Waldo",1344,NA,1344,19,1325,"Rural",679,95,123,71,98,120,97,49,21,5,665,87,103,69,116,110,91,44,39,6,0.123255814,0.147321429,0.135535308,31417,16989,19261,15541,16032300,9783200,6249100
"955",230270470004,"Waldo",746,NA,746,19,727,"Rural",377,56,50,41,51,64,59,19,28,9,369,43,72,44,54,64,42,14,26,10,0.123015873,0.158798283,0.140206186,29063,19150,23400,14408,8465000,5195900,3269100
"956",230299551001,"Washington",533,NA,533,9,524,"Rural",270,23,37,26,35,42,47,36,15,9,263,14,36,18,28,58,55,23,21,10,0.055276382,0.062200957,0.058823529,27361,15846,22188,11719,7157400,4396800,2760500
"957",230299551002,"Washington",646,NA,646,NA,646,"Rural",319,27,63,19,40,52,40,41,22,15,327,33,59,23,47,43,36,39,33,14,0.027272727,0.054054054,0.040723982,20769,13125,20385,10139,4592600,3260900,1331800
"958",230299551003,"Washington",894,NA,894,18,876,"Rural",465,40,46,37,37,101,89,64,43,8,429,38,45,37,43,87,67,43,53,16,0.143661972,0.116564417,0.130690162,27736,16429,23452,11176,9549400,6840000,2709400
"959",230299551004,"Washington",686,NA,686,NA,686,"Rural",361,70,110,36,35,49,32,20,4,5,325,63,73,39,51,38,32,16,12,1,0.148809524,0.085714286,0.116618076,23125,16724,16094,16964,5902500,3136200,2766400
"960",230299553001,"Washington",892,NA,892,NA,892,"Rural",418,36,85,42,71,75,48,27,24,10,474,75,65,39,70,78,47,39,33,28,0.071684588,0.08125,0.076794658,28603,16613,25357,10625,10307900,6955700,3352300
"961",230299553002,"Washington",754,NA,754,21,733,"Rural",400,63,45,30,53,80,66,35,21,7,354,45,60,36,58,61,33,28,22,11,0.136690647,0.120171674,0.129158513,33125,16250,22344,10583,9210900,6512500,2698400
"962",230299554001,"Washington",800,NA,800,NA,800,"Rural",383,37,49,28,49,53,65,57,35,10,417,42,43,43,48,55,70,52,39,25,0.131205674,0.129032258,0.130067568,32647,20862,30972,15298,10938100,7466300,3471800
"963",230299554002,"Washington",886,NA,886,2,884,"Rural",447,61,70,46,68,85,49,26,36,6,439,45,77,38,71,72,53,36,31,16,0.130584192,0.128712871,0.12962963,30625,19779,28971,12578,11749500,8750800,2998700
"964",230299555001,"Washington",752,752,NA,NA,NA,"Urban",352,39,40,51,77,52,37,19,32,5,400,91,59,63,36,57,28,21,31,14,0.06097561,0.082608696,0.071428571,27356,17634,19821,12431,8640600,6220600,2420100
"965",230299555002,"Washington",801,801,NA,NA,NA,"Urban",362,22,55,12,44,76,78,16,33,26,439,31,80,8,66,88,76,22,40,28,0.241758242,0.125,0.178036606,22237,21397,36250,16141,11491200,8191900,3299300
"966",230299555003,"Washington",583,571,12,NA,12,"Urban",254,7,65,33,28,39,74,8,0,0,329,40,25,66,28,82,42,21,16,9,0.064516129,0.085972851,0.07712766,24286,20184,28958,13672,8487000,5696700,2790200
"967",230299555004,"Washington",1311,602,709,26,683,"Rural",609,87,88,76,63,74,47,74,52,48,702,60,86,47,81,54,42,115,133,84,0.136253041,0.09310987,0.111814346,23060,18750,24167,15795,15255400,10488400,4767000
"968",230299556001,"Washington",1283,NA,1283,10,1273,"Rural",631,65,111,62,86,109,78,58,37,25,652,74,121,56,104,118,55,49,48,27,0.170960187,0.147540984,0.159250585,30833,19728,24712,12875,15251100,9564900,5686200
"969",230299556002,"Washington",729,NA,729,NA,729,"Rural",330,50,72,41,42,56,33,22,12,2,399,63,88,57,59,55,44,16,13,4,0.041884817,0.121621622,0.084745763,16875,15774,17500,14107,5375000,3042100,2332800
"970",230299557001,"Washington",1126,NA,1126,NA,1126,"Rural",516,73,59,43,46,87,92,60,34,22,610,58,72,54,81,80,90,54,72,49,0.19047619,0.210762332,0.201743462,23477,15399,18667,13177,10533100,5863300,4669700
"971",230299557002,"Washington",514,NA,514,NA,514,"Rural",258,22,17,39,40,45,37,17,31,10,256,13,32,19,32,35,50,26,26,23,0.157635468,0.147058824,0.152334152,23523,16042,17188,14625,5043800,3143500,1900300
